entrez_id,name,locus_group,locus_type,location,gene_family,gene_family_id,id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
9578.0,CDC42 binding protein kinase beta,protein-coding gene,gene with protein product,14q32.32,,,1738,14,q,32,32,,,
8318.0,cell division cycle 45,protein-coding gene,gene with protein product,22q11.21,,,1739,22,q,11,21,,,
999.0,cadherin 1,protein-coding gene,gene with protein product,16q22.1,CD molecules|Type I classical cadherins,471|1185,1748,16,q,22,1,,,
1000.0,cadherin 2,protein-coding gene,gene with protein product,18q12.1,CD molecules|Type I classical cadherins,471|1185,1759,18,q,12,1,,,
1006.0,cadherin 8,protein-coding gene,gene with protein product,16q22.1,Type II classical cadherins,1186,1767,16,q,22,1,,,
1007.0,cadherin 9,protein-coding gene,gene with protein product,5p14,Type II classical cadherins,1186,1768,5,p,14,,,,
1008.0,cadherin 10,protein-coding gene,gene with protein product,5p14.2,Type II classical cadherins,1186,1749,5,p,14,2,,,
1009.0,cadherin 11,protein-coding gene,gene with protein product,16q21,Type II classical cadherins,1186,1750,16,q,21,,,,
1014.0,cadherin 16,protein-coding gene,gene with protein product,16q22.1,7D cadherins,1187,1755,16,q,22,1,,,
1015.0,cadherin 17,protein-coding gene,gene with protein product,8q22.1,7D cadherins,1187,1756,8,q,22,1,,,
1016.0,cadherin 18,protein-coding gene,gene with protein product,5p14.3,Type II classical cadherins,1186,1757,5,p,14,3,,,
10423.0,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,protein-coding gene,gene with protein product,16p11.2,,,1769,16,p,11,2,,,
10263.0,cyclin-dependent kinase 2 associated protein 2,protein-coding gene,gene with protein product,11q13,,,30833,11,q,13,,,,
1019.0,cyclin-dependent kinase 4,protein-coding gene,gene with protein product,12q13,Cyclin-dependent kinases,496,1773,12,q,13,,,,
8851.0,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)",protein-coding gene,gene with protein product,17q12,,,1775,17,q,12,,,,
8941.0,"cyclin-dependent kinase 5, regulatory subunit 2 (p39)",protein-coding gene,gene with protein product,2q35,,,1776,2,q,35,,,,
1022.0,cyclin-dependent kinase 7,protein-coding gene,gene with protein product,5q12.1,Cyclin-dependent kinases,496,1778,5,q,12,1,,,
1025.0,cyclin-dependent kinase 9,protein-coding gene,gene with protein product,9q34.1,Cyclin-dependent kinases,496,1780,9,q,34,1,,,
8621.0,cyclin-dependent kinase 13,protein-coding gene,gene with protein product,7p14.1,Cyclin-dependent kinases,496,1733,7,p,14,1,,,
1027.0,cyclin-dependent kinase inhibitor 1B,protein-coding gene,gene with protein product,12p13.1-p12,,,1785,12,p,13,1,p,,
1028.0,cyclin-dependent kinase inhibitor 1C,protein-coding gene,gene with protein product,11p15.5,,,1786,11,p,15,5,,,
1030.0,cyclin-dependent kinase inhibitor 2B,protein-coding gene,gene with protein product,9p21,,,1788,9,p,21,,,,
1031.0,cyclin-dependent kinase inhibitor 2C,protein-coding gene,gene with protein product,1p32.3,Ankyrin repeat domain containing,403,1789,1,p,32,3,,,
1038.0,cerebellar degeneration related protein 1,protein-coding gene,gene with protein product,Xq27.1,,,1798,27,,27,1,,,
1045.0,caudal type homeobox 2,protein-coding gene,gene with protein product,13q12.2,HOXL subclass homeoboxes,518,1806,13,q,12,2,,,
1046.0,caudal type homeobox 4,protein-coding gene,gene with protein product,Xq13.2,HOXL subclass homeoboxes,518,1808,13,,13,2,,,
9425.0,"chromodomain protein, Y-like",protein-coding gene,gene with protein product,6p25.1,,,1811,6,p,25,1,,,
124359.0,"chromodomain protein, Y-like 2",protein-coding gene,gene with protein product,16q23.2,,,23030,16,q,23,2,,,
634.0,carcinoembryonic antigen related cell adhesion molecule 1,protein-coding gene,gene with protein product,19q13.2,CD molecules|V-set domain containing|Immunoglobulin-like domain containing|Carcinoembryonic antigen family,471|590|594|906,1814,19,q,13,2,,,
1084.0,carcinoembryonic antigen related cell adhesion molecule 3,protein-coding gene,gene with protein product,19q13.2,CD molecules|V-set domain containing|Carcinoembryonic antigen family,471|590|906,1815,19,q,13,2,,,
1089.0,carcinoembryonic antigen related cell adhesion molecule 4,protein-coding gene,gene with protein product,19q13.2,V-set domain containing|Carcinoembryonic antigen family,590|906,1816,19,q,13,2,,,
1091.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 2,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1824,19,q,13,2,,,
1092.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 3,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1825,19,q,13,2,,,
1093.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 4,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1826,19,q,13,2,,,
1085.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 5,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1827,19,q,13,2,,,
1094.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 6,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1828,19,q,13,2,,,
1095.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 7,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1829,19,q,13,2,,,
1097.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 9,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1831,19,q,13,2,,,
1098.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 10,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1822,19,q,13,2,,,
1086.0,carcinoembryonic antigen related cell adhesion molecule pseudogene 11,pseudogene,pseudogene,19q13.2,Carcinoembryonic antigen family,906,1823,19,q,13,2,,,
1051.0,CCAAT/enhancer binding protein beta,protein-coding gene,gene with protein product,20q13.1,Basic leucine zipper proteins|CCAAT/enhancer binding proteins ,506|1165,1834,20,q,13,1,,,
1053.0,CCAAT/enhancer binding protein epsilon,protein-coding gene,gene with protein product,14q11.2,Basic leucine zipper proteins|CCAAT/enhancer binding proteins ,506|1165,1836,14,q,11,2,,,
1054.0,CCAAT/enhancer binding protein gamma,protein-coding gene,gene with protein product,19q13.2,Basic leucine zipper proteins|CCAAT/enhancer binding proteins ,506|1165,1837,19,q,13,2,,,
51816.0,"cat eye syndrome chromosome region, candidate 1",protein-coding gene,gene with protein product,22q11.2,,,1839,22,q,11,2,,,
27443.0,"cat eye syndrome chromosome region, candidate 2",protein-coding gene,gene with protein product,22q11.2,,,1840,22,q,11,2,,,
27440.0,"cat eye syndrome chromosome region, candidate 5",protein-coding gene,gene with protein product,22q11.2,,,1843,22,q,11,2,,,
100130717.0,CECR5 antisense RNA 1,non-coding RNA,"RNA, long non-coding",22q11.2,,,1842,22,q,11,2,,,
27439.0,"cat eye syndrome chromosome region, candidate 6",protein-coding gene,gene with protein product,22q11.2,,,1844,22,q,11,2,,,
100130418.0,"cat eye syndrome chromosome region, candidate 7 (non-protein coding)",non-coding RNA,"RNA, long non-coding",22q11.2,,,1845,22,q,11,2,,,
1056.0,carboxyl ester lipase,protein-coding gene,gene with protein product,9q34.3,Lipases,464,1848,9,q,34,3,,,
1990.0,chymotrypsin like elastase family member 1,protein-coding gene,gene with protein product,12q13,,,3308,12,q,13,,,,
10658.0,"CUGBP, Elav-like family member 1",protein-coding gene,gene with protein product,11p11.2,RNA binding motif containing,725,2549,11,p,11,2,,,
10659.0,"CUGBP, Elav-like family member 2",protein-coding gene,gene with protein product,10p13,RNA binding motif containing,725,2550,10,p,13,,,,
414196.0,CELF2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",10p14,,,23515,10,p,14,,,,
1952.0,cadherin EGF LAG seven-pass G-type receptor 2,protein-coding gene,gene with protein product,1p13.3,"Adhesion G protein-coupled receptors, subfamily C|CELSR cadherins",913|1189,3231,1,p,13,3,,,
201134.0,centrosomal protein 112,protein-coding gene,gene with protein product,17q24.2,,,28514,17,q,24,2,,,
9662.0,centrosomal protein 135,protein-coding gene,gene with protein product,4q12,,,29086,4,q,12,,,,
11190.0,centrosomal protein 250,protein-coding gene,gene with protein product,20q11.22,,,1859,20,q,11,22,,,
1071.0,cholesteryl ester transfer protein,protein-coding gene,gene with protein product,16q13,BPI fold containing,456,1869,16,q,13,,,,
1675.0,complement factor D (adipsin),protein-coding gene,gene with protein product,19p13.3,Complement system,492,2771,19,p,13,3,,,
3075.0,complement factor H,protein-coding gene,gene with protein product,1q32,Complement system|Sushi domain containing,492|1179,4883,1,q,32,,,,
100131874.0,cofilin 1 pseudogene 3,pseudogene,pseudogene,1p31.3,,,1879,1,p,31,3,,,
645980.0,cofilin 1 pseudogene 4,pseudogene,pseudogene,1q43,,,1880,1,q,43,,,,
5199.0,complement factor properdin,protein-coding gene,gene with protein product,Xp11.4,Complement system,492,8864,11,,11,4,,,
9023.0,cholesterol 25-hydroxylase,protein-coding gene,gene with protein product,10q23,Fatty acid hydroxylase domain containing,552,1907,10,q,23,,,,
1101.0,chondroadherin,protein-coding gene,gene with protein product,17q21.33,Small leucine-rich repeat proteoglycans,573,1909,17,q,21,33,,,
10036.0,chromatin assembly factor 1 subunit A,protein-coding gene,gene with protein product,19p13.3,,,1910,19,p,13,3,,,
8208.0,chromatin assembly factor 1 subunit B,protein-coding gene,gene with protein product,21q22.2,WD repeat domain containing,362,1911,21,q,22,2,,,
1105.0,chromodomain helicase DNA binding protein 1,protein-coding gene,gene with protein product,5q15-q21,,,1915,5,q,15,,q,,
1106.0,chromodomain helicase DNA binding protein 2,protein-coding gene,gene with protein product,15q26,DNA helicases,1167,1917,15,q,26,,,,
1117.0,chitinase 3 like 2,protein-coding gene,gene with protein product,1p13.3,Chitinases,816,1933,1,p,13,3,,,
1120.0,choline kinase beta,protein-coding gene,gene with protein product,22q13.33,,,1938,22,q,13,33,,,
5119.0,charged multivesicular body protein 1A,protein-coding gene,gene with protein product,16q24.3,Charged multivesicular body proteins|ESCRT-III associated factors,482|1119,8740,16,q,24,3,,,
1128.0,cholinergic receptor muscarinic 1,protein-coding gene,gene with protein product,11q12.3,Cholinergic receptors muscarinic,180,1950,11,q,12,3,,,
1131.0,cholinergic receptor muscarinic 3,protein-coding gene,gene with protein product,1q43,Cholinergic receptors muscarinic,180,1952,1,q,43,,,,
1135.0,cholinergic receptor nicotinic alpha 2 subunit,protein-coding gene,gene with protein product,8p21,Cholinergic receptors nicotinic subunits,173,1956,8,p,21,,,,
1136.0,cholinergic receptor nicotinic alpha 3 subunit,protein-coding gene,gene with protein product,15q24,Cholinergic receptors nicotinic subunits,173,1957,15,q,24,,,,
1137.0,cholinergic receptor nicotinic alpha 4 subunit,protein-coding gene,gene with protein product,20q13.33,Cholinergic receptors nicotinic subunits,173,1958,20,q,13,33,,,
1138.0,cholinergic receptor nicotinic alpha 5 subunit,protein-coding gene,gene with protein product,15q24,Cholinergic receptors nicotinic subunits,173,1959,15,q,24,,,,
1139.0,cholinergic receptor nicotinic alpha 7 subunit,protein-coding gene,gene with protein product,15q13.3,Cholinergic receptors nicotinic subunits,173,1960,15,q,13,3,,,
1141.0,cholinergic receptor nicotinic beta 2 subunit,protein-coding gene,gene with protein product,1q21.3,Cholinergic receptors nicotinic subunits,173,1962,1,q,21,3,,,
1143.0,cholinergic receptor nicotinic beta 4 subunit,protein-coding gene,gene with protein product,15q24,Cholinergic receptors nicotinic subunits,173,1964,15,q,24,,,,
1144.0,cholinergic receptor nicotinic delta subunit,protein-coding gene,gene with protein product,2q37.1,Cholinergic receptors nicotinic subunits,173,1965,2,q,37,1,,,
8534.0,carbohydrate sulfotransferase 1,protein-coding gene,gene with protein product,11p11.2,"Sulfotransferases, membrane-bound",763,1969,11,p,11,2,,,
23563.0,carbohydrate sulfotransferase 5,protein-coding gene,gene with protein product,16q23.1,"Sulfotransferases, membrane-bound",763,1973,16,q,23,1,,,
4166.0,carbohydrate sulfotransferase 6,protein-coding gene,gene with protein product,16q22,"Sulfotransferases, membrane-bound",763,6938,16,q,22,,,,
1147.0,conserved helix-loop-helix ubiquitous kinase,protein-coding gene,gene with protein product,10q24-q25,,,1974,10,q,24,,q,,
27141.0,cell death-inducing DFFA-like effector b,protein-coding gene,gene with protein product,14q12,,,1977,14,q,12,,,,
4261.0,"class II, major histocompatibility complex, transactivator",protein-coding gene,gene with protein product,16p13,NLR family,666,7067,16,p,13,,,,
1154.0,cytokine inducible SH2 containing protein,protein-coding gene,gene with protein product,3p21.3,SH2 domain containing|Suppressors of cytokine signaling,741|764,1984,3,p,21,3,,,
1152.0,creatine kinase B,protein-coding gene,gene with protein product,14q32.32,,,1991,14,q,32,32,,,
1157.0,creatine kinase B pseudogene 1,pseudogene,pseudogene,16q11.2,,,1993,16,q,11,2,,,
1158.0,"creatine kinase, M-type",protein-coding gene,gene with protein product,19q13.32,,,1994,19,q,13,32,,,
1159.0,"creatine kinase, mitochondrial 1B",protein-coding gene,gene with protein product,15q15,,,1995,15,q,15,,,,
137529.0,CDC28 protein kinase regulatory subunit 1B pseudogene 7,pseudogene,pseudogene,8q21.13,,,1999,8,q,21,13,,,
1178.0,Charcot-Leyden crystal galectin,protein-coding gene,gene with protein product,19q13.1,"Lectins, galactoside-binding",629,2014,19,q,13,1,,,
9629.0,"chloride channel accessory 3, pseudogene",pseudogene,pseudogene,1p22.3,Chloride channel accessory,867,2017,1,p,22,3,,,
22802.0,chloride channel accessory 4,protein-coding gene,gene with protein product,1p22.3,Chloride channel accessory,867,2018,1,p,22,3,,,
1180.0,chloride voltage-gated channel 1,protein-coding gene,gene with protein product,7q34,Chloride voltage-gated channels,302,2019,7,q,34,,,,
1181.0,chloride voltage-gated channel 2,protein-coding gene,gene with protein product,3q27.1,Chloride voltage-gated channels,302,2020,3,q,27,1,,,
1184.0,chloride voltage-gated channel 5,protein-coding gene,gene with protein product,Xp11.23,Chloride voltage-gated channels,302,2023,11,,11,23,,,
1187.0,chloride voltage-gated channel Ka,protein-coding gene,gene with protein product,1p36.13,Chloride voltage-gated channels,302,2026,1,p,36,13,,,
1188.0,chloride voltage-gated channel Kb,protein-coding gene,gene with protein product,1p36.13,Chloride voltage-gated channels,302,2027,1,p,36,13,,,
9075.0,claudin 2,protein-coding gene,gene with protein product,Xq22.3-q23,Claudins,488,2041,22,,22,3,q,,
1365.0,claudin 3,protein-coding gene,gene with protein product,7q11,Claudins,488,2045,7,q,11,,,,
9074.0,claudin 6,protein-coding gene,gene with protein product,16p13.3,Claudins,488,2048,16,p,13,3,,,
9073.0,claudin 8,protein-coding gene,gene with protein product,21q22.1,Claudins,488,2050,21,q,22,1,,,
9071.0,claudin 10,protein-coding gene,gene with protein product,13q31-q34,Claudins,488,2033,13,q,31,,q,,
5010.0,claudin 11,protein-coding gene,gene with protein product,3q26.2-q26.3,Claudins,488,8514,3,q,26,2,q,26,3
9069.0,claudin 12,protein-coding gene,gene with protein product,7q21,Claudins,488,2034,7,q,21,,,,
23562.0,claudin 14,protein-coding gene,gene with protein product,21q22.3,Claudins,488,2035,21,q,22,3,,,
100288814.0,claudin 34,protein-coding gene,gene with protein product,Xp22.2,,,51259,22,,22,2,,,
9976.0,C-type lectin domain family 2 member B,protein-coding gene,gene with protein product,12p13-p12,C-type lectin domain family,494,2053,12,p,13,,p,,
10143.0,C-type lectin domain family 3 member A,protein-coding gene,gene with protein product,16q23,C-type lectin domain family,494,2052,16,q,23,,,,
23601.0,C-type lectin domain family 5 member A,protein-coding gene,gene with protein product,7q34,C-type lectin domain family,494,2054,7,q,34,,,,
6320.0,C-type lectin domain family 11 member A,protein-coding gene,gene with protein product,19q13.3,C-type lectin domain family,494,10576,19,q,13,3,,,
1193.0,chloride intracellular channel 2,protein-coding gene,gene with protein product,Xq28,Chloride intracellular channels,307,2063,28,,28,,,,
9022.0,chloride intracellular channel 3,protein-coding gene,gene with protein product,9q34.3,Chloride intracellular channels,307,2064,9,q,34,3,,,
54102.0,chloride intracellular channel 6,protein-coding gene,gene with protein product,21q22.12,Chloride intracellular channels,307,2065,21,q,22,12,,,
9685.0,clathrin interactor 1,protein-coding gene,gene with protein product,5q33.3,,,23186,5,q,33,3,,,
6249.0,CAP-Gly domain containing linker protein 1,protein-coding gene,gene with protein product,12q24.3,,,10461,12,q,24,3,,,
1195.0,CDC like kinase 1,protein-coding gene,gene with protein product,2q33,CDC like kinases,480,2068,2,q,33,,,,
1196.0,CDC like kinase 2,protein-coding gene,gene with protein product,1q21,CDC like kinases,480,2069,1,q,21,,,,
1197.0,"CDC like kinase 2, pseudogene 1",pseudogene,pseudogene,7p15.3,,,2070,7,p,15,3,,,
1198.0,CDC like kinase 3,protein-coding gene,gene with protein product,15q24,CDC like kinases,480,2071,15,q,24,,,,
