,Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
2191,5223,HGNC:8888,phosphoglycerate mutase 1,protein-coding gene,gene with protein product,10q25.3,Bisphosphoglycerate phosphatases,1082,10,q,25,3,,,
2192,5295,HGNC:8979,phosphoinositide-3-kinase regulatory subunit 1,protein-coding gene,gene with protein product,5q13.1,SH2 domain containing,741,5,q,13,1,,,
2193,5315,HGNC:9021,"pyruvate kinase, muscle",protein-coding gene,gene with protein product,15q23,,,15,q,23,,,,
2194,5618,HGNC:9446,prolactin receptor,protein-coding gene,gene with protein product,5p14-p13,,,5,p,14,,p,,
2195,5725,HGNC:9583,polypyrimidine tract binding protein 1,protein-coding gene,gene with protein product,19p13.3,RNA binding motif containing,725,19,p,13,3,,,
2196,5731,HGNC:9593,prostaglandin E receptor 1,protein-coding gene,gene with protein product,19p13.1,Prostaglandin (prostanoid) receptors,207,19,p,13,1,,,
2197,5764,HGNC:9630,pleiotrophin,protein-coding gene,gene with protein product,7q33,Endogenous ligands,542,7,q,33,,,,
2198,5921,HGNC:9871,RAS p21 protein activator 1,protein-coding gene,gene with protein product,5q13,Pleckstrin homology domain containing|SH2 domain containing|C2 and RasGAP domain containing,682|741|830,5,q,13,,,,
2199,5924,HGNC:9876,Ras protein specific guanine nucleotide releasing factor 2,protein-coding gene,gene with protein product,5q13,Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors,682|722,5,q,13,,,,
2200,5947,HGNC:9919,retinol binding protein 1,protein-coding gene,gene with protein product,3q21-q23,Fatty acid binding protein family,550,3,q,21,,q,,
2201,5950,HGNC:9922,retinol binding protein 4,protein-coding gene,gene with protein product,10q23.33,Lipocalins,631,10,q,23,33,,,
2202,5954,HGNC:9934,reticulocalbin 1,protein-coding gene,gene with protein product,11p13,EF-hand domain containing,863,11,p,13,,,,
2203,60,HGNC:132,"actin, beta",protein-coding gene,gene with protein product,7p22,Actins,929,7,p,22,,,,
2204,6122,HGNC:10332,ribosomal protein L3,protein-coding gene,gene with protein product,22q13,L ribosomal proteins,729,22,q,13,,,,
2205,6128,HGNC:10362,ribosomal protein L6,protein-coding gene,gene with protein product,12q24.13,L ribosomal proteins,729,12,q,24,13,,,
2206,6208,HGNC:10387,ribosomal protein S14,protein-coding gene,gene with protein product,5q31-q33,S ribosomal proteins,728,5,q,31,,q,,
2207,6277,HGNC:10496,S100 calcium binding protein A6,protein-coding gene,gene with protein product,1q21,S100 calcium binding proteins|EF-hand domain containing,459|863,1,q,21,,,,
2208,6279,HGNC:10498,S100 calcium binding protein A8,protein-coding gene,gene with protein product,1q12-q22,S100 calcium binding proteins|EF-hand domain containing,459|863,1,q,12,,q,,
2209,6427,HGNC:10783,serine/arginine-rich splicing factor 2,protein-coding gene,gene with protein product,17q25.2,RNA binding motif containing|Serine/arginine-rich splicing factors,725|737,17,q,25,2,,,
2210,644076,HGNC:18023,glycosylation dependent cell adhesion molecule 1 (pseudogene),pseudogene,pseudogene,12q13.2,,,12,q,13,2,,,
2211,6446,HGNC:10810,serum/glucocorticoid regulated kinase 1,protein-coding gene,gene with protein product,6q23,,,6,q,23,,,,
2212,6623,HGNC:11141,synuclein gamma,protein-coding gene,gene with protein product,10q23.2-q23.3,,,10,q,23,2,q,23,3
2213,6662,HGNC:11204,SRY-box 9,protein-coding gene,gene with protein product,17q24.3,SRY (sex determining region Y)-boxes,757,17,q,24,3,,,
2214,7001,HGNC:9353,peroxiredoxin 2,protein-coding gene,gene with protein product,19p13.2,Peroxiredoxins,953,19,p,13,2,,,
2215,7069,HGNC:11800,thyroid hormone responsive,protein-coding gene,gene with protein product,11q14.1,,,11,q,14,1,,,
2216,7086,HGNC:11834,transketolase,protein-coding gene,gene with protein product,3p14.3,,,3,p,14,3,,,
2217,7091,HGNC:11840,transducin like enhancer of split 4,protein-coding gene,gene with protein product,9q21.32,WD repeat domain containing,362,9,q,21,32,,,
2218,71,HGNC:144,actin gamma 1,protein-coding gene,gene with protein product,17q25.3,Actins,929,17,q,25,3,,,
2219,7170,HGNC:12012,tropomyosin 3,protein-coding gene,gene with protein product,1q21.2,Tropomyosins,777,1,q,21,2,,,
2220,7227,HGNC:12340,transcriptional repressor GATA binding 1,protein-coding gene,gene with protein product,8q23.3,Zinc fingers C2H2-type|GATA zinc finger domain containing,28|82,8,q,23,3,,,
2221,7329,HGNC:12485,ubiquitin conjugating enzyme E2 I,protein-coding gene,gene with protein product,16p13.3,Ubiquitin conjugating enzymes E2,102,16,p,13,3,,,
2222,7430,HGNC:12691,ezrin,protein-coding gene,gene with protein product,6q25.3,A-kinase anchoring proteins,396,6,q,25,3,,,
2223,7534,HGNC:12855,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,protein-coding gene,gene with protein product,8q22.3,14-3-3 phospho-serine/phospho-threonine binding proteins,1053,8,q,22,3,,,
2224,81,HGNC:166,actinin alpha 4,protein-coding gene,gene with protein product,19q13,Actinins,1112,19,q,13,,,,
2225,832,HGNC:1491,capping actin protein of muscle Z-line beta subunit,protein-coding gene,gene with protein product,1p36.1,,,1,p,36,1,,,
2226,8673,HGNC:12647,vesicle associated membrane protein 8,protein-coding gene,gene with protein product,2p12-p11.2,Vesicle associated membrane proteins,12,2,p,12,2,p,11,2
2227,8825,HGNC:17787,"lin-7 homolog A, crumbs cell polarity complex component",protein-coding gene,gene with protein product,12q21.31,PDZ domain containing|Crumbs complex,1220|1223,12,q,21,31,,,
2228,8848,HGNC:16826,TSC22 domain family member 1,protein-coding gene,gene with protein product,13q14,,,13,q,14,,,,
2229,9019,HGNC:7226,myelin protein zero like 1,protein-coding gene,gene with protein product,1q24.2,V-set domain containing,590,1,q,24,2,,,
2230,902,HGNC:1594,cyclin H,protein-coding gene,gene with protein product,5q13.3-q14,Cyclins,473,5,q,13,3,q,,
2231,93974,HGNC:871,ATPase inhibitory factor 1,protein-coding gene,gene with protein product,1p35.3,Mitochondrial complex V: ATP synthase subunits,644,1,p,35,3,,,
2232,9540,HGNC:19373,tumor protein p53 inducible protein 3,protein-coding gene,gene with protein product,2p23.3,,,2,p,23,3,,,
2233,9615,HGNC:4212,guanine deaminase,protein-coding gene,gene with protein product,9q21.13,,,9,q,21,13,,,
2234,9902,HGNC:16875,mannose receptor C type 2,protein-coding gene,gene with protein product,17q23,CD molecules|C-type lectin domain family,471|494,17,q,23,,,,
2235,10683,HGNC:2909,delta-like 3 (Drosophila),protein-coding gene,gene with protein product,19q13.2,,,19,q,13,2,,,
2236,1297,HGNC:2217,collagen type IX alpha 1,protein-coding gene,gene with protein product,6q13,Collagens|Collagen proteoglycans,490|575,6,q,13,,,,
2237,2316,HGNC:3754,filamin A,protein-coding gene,gene with protein product,Xq28,,,28,,28,,,,
2238,2321,HGNC:3763,fms related tyrosine kinase 1,protein-coding gene,gene with protein product,13q12,Receptor Tyrosine Kinases|I-set domain containing|Immunoglobulin-like domain containing,321|593|594,13,q,12,,,,
2239,2720,HGNC:4298,galactosidase beta 1,protein-coding gene,gene with protein product,3p22.3,,,3,p,22,3,,,
2240,3339,HGNC:5273,heparan sulfate proteoglycan 2,protein-coding gene,gene with protein product,1p36.1-p35,Proteoglycans|I-set domain containing|Immunoglobulin-like domain containing,570|593|594,1,p,36,1,p,,
2241,50964,HGNC:13771,sclerostin,protein-coding gene,gene with protein product,17q21.31,,,17,q,21,31,,,
2242,59341,HGNC:18083,transient receptor potential cation channel subfamily V member 4,protein-coding gene,gene with protein product,12q24.11,Transient receptor potential cation channels|Ankyrin repeat domain containing,249|403,12,q,24,11,,,
2243,6399,HGNC:23068,trafficking protein particle complex 2,protein-coding gene,gene with protein product,Xp22,Trafficking protein particle complex,772,22,,22,,,,
2244,10568,HGNC:11020,solute carrier family 34 member 2,protein-coding gene,gene with protein product,4p15.2,Solute carriers,752,4,p,15,2,,,
2245,10599,HGNC:10959,solute carrier organic anion transporter family member 1B1,protein-coding gene,gene with protein product,12p12,Solute carriers,752,12,p,12,,,,
2246,126393,HGNC:26511,heat shock protein family B (small) member 6,protein-coding gene,gene with protein product,19q13.13,Small heat shock proteins|Protein phosphatase 1 regulatory subunits,585|694,19,q,13,13,,,
2247,150684,HGNC:23024,copper metabolism domain containing 1,protein-coding gene,gene with protein product,2p15,COMM domain containing,979,2,p,15,,,,
2248,2053,HGNC:3402,epoxide hydrolase 2,protein-coding gene,gene with protein product,8p21,HAD Asp-based non-protein phosphatases,1045,8,p,21,,,,
2249,26762,HGNC:17866,hepatitis A virus cellular receptor 1,protein-coding gene,gene with protein product,5q33.2,CD molecules|V-set domain containing,471|590,5,q,33,2,,,
2250,3357,HGNC:5294,5-hydroxytryptamine receptor 2B,protein-coding gene,gene with protein product,2q36.3-q37.1,"5-hydroxytryptamine receptors, G protein-coupled",170,2,q,36,3,q,37,1
2251,4548,HGNC:7468,5-methyltetrahydrofolate-homocysteine methyltransferase,protein-coding gene,gene with protein product,1q43,,,1,q,43,,,,
2252,54658,HGNC:12530,UDP glucuronosyltransferase family 1 member A1,other,complex locus constituent,2q37.1,UDP glucuronosyltransferases,363,2,q,37,1,,,
2253,6470,HGNC:10850,serine hydroxymethyltransferase 1,protein-coding gene,gene with protein product,17p11.2,,,17,p,11,2,,,
2254,6578,HGNC:10955,solute carrier organic anion transporter family member 2A1,protein-coding gene,gene with protein product,3q21,Solute carriers,752,3,q,21,,,,
2255,7150,HGNC:11986,topoisomerase (DNA) I,protein-coding gene,gene with protein product,20q12-q13.1,Topoisomerases,1050,20,q,12,1,q,13,1
2256,2176,HGNC:3584,Fanconi anemia complementation group C,protein-coding gene,gene with protein product,9q22.3,Fanconi anemia complementation groups,548,9,q,22,3,,,
2257,2177,HGNC:3585,Fanconi anemia complementation group D2,protein-coding gene,gene with protein product,3p25.3,Fanconi anemia complementation groups,548,3,p,25,3,,,
2258,2178,HGNC:3586,Fanconi anemia complementation group E,protein-coding gene,gene with protein product,6p21.31,Fanconi anemia complementation groups,548,6,p,21,31,,,
2259,2187,HGNC:3583,Fanconi anemia complementation group B,protein-coding gene,gene with protein product,Xp22.2,Fanconi anemia complementation groups,548,22,,22,2,,,
2260,2188,HGNC:3587,Fanconi anemia complementation group F,protein-coding gene,gene with protein product,11p14.3,Fanconi anemia complementation groups,548,11,p,14,3,,,
2261,29089,HGNC:25009,ubiquitin conjugating enzyme E2 T,protein-coding gene,gene with protein product,1q32.1,Ubiquitin conjugating enzymes E2|Fanconi anemia complementation groups,102|548,1,q,32,1,,,
2262,4599,HGNC:7532,MX dynamin like GTPase 1,protein-coding gene,gene with protein product,21q22.3,,,21,q,22,3,,,
2263,55120,HGNC:20748,Fanconi anemia complementation group L,protein-coding gene,gene with protein product,2p16.1,PHD finger proteins|Fanconi anemia complementation groups,88|548,2,p,16,1,,,
2264,55215,HGNC:25568,Fanconi anemia complementation group I,protein-coding gene,gene with protein product,15q26.1,Fanconi anemia complementation groups,548,15,q,26,1,,,
2265,57697,HGNC:23168,Fanconi anemia complementation group M,protein-coding gene,gene with protein product,14q21.2,Fanconi anemia complementation groups|RNA helicases,548|1168,14,q,21,2,,,
2266,5889,HGNC:9820,RAD51 paralog C,protein-coding gene,gene with protein product,17q25.1,Fanconi anemia complementation groups,548,17,q,25,1,,,
2267,84464,HGNC:23845,SLX4 structure-specific endonuclease subunit,protein-coding gene,gene with protein product,16p13.3,Fanconi anemia complementation groups|BTB domain containing,548|861,16,p,13,3,,,
2268,1822,HGNC:3033,atrophin 1,protein-coding gene,gene with protein product,12p13.31,,,12,p,13,31,,,
2269,26278,HGNC:10519,sacsin molecular chaperone,protein-coding gene,gene with protein product,13q11,DNAJ (HSP40) heat shock proteins|Protein phosphatase 1 regulatory subunits,584|694,13,q,11,,,,
2270,3746,HGNC:6233,potassium voltage-gated channel subfamily C member 1,protein-coding gene,gene with protein product,11p15,Potassium voltage-gated channels,274,11,p,15,,,,
2271,378884,HGNC:21576,NHL repeat containing E3 ubiquitin protein ligase 1,protein-coding gene,gene with protein product,6p22.3,,,6,p,22,3,,,
2272,4758,HGNC:7758,neuraminidase 1 (lysosomal sialidase),protein-coding gene,gene with protein product,6p21,,,6,p,21,,,,
2273,5274,HGNC:8943,serpin family I member 1,protein-coding gene,gene with protein product,3q26.1,Serpin peptidase inhibitors,739,3,q,26,1,,,
2274,57465,HGNC:29203,TBC1 domain family member 24,protein-coding gene,gene with protein product,16p13.3,,,16,p,13,3,,,
2275,7248,HGNC:12362,tuberous sclerosis 1,protein-coding gene,gene with protein product,9q34,,,9,q,34,,,,
2276,7957,HGNC:3413,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)",protein-coding gene,gene with protein product,6q24,Atypical dual specificity phosphatases,896,6,q,24,,,,
2277,10082,HGNC:4454,glypican 6,protein-coding gene,gene with protein product,13q32,Glypicans,572,13,q,32,,,,
2278,1147,HGNC:1974,conserved helix-loop-helix ubiquitous kinase,protein-coding gene,gene with protein product,10q24-q25,,,10,q,24,,q,,
2279,1302,HGNC:2187,collagen type XI alpha 2,protein-coding gene,gene with protein product,6p21.3,Collagens,490,6,p,21,3,,,
2280,3207,HGNC:5101,homeobox A11,protein-coding gene,gene with protein product,7p15.2,HOXL subclass homeoboxes,518,7,p,15,2,,,
2281,3238,HGNC:5135,homeobox D12,protein-coding gene,gene with protein product,2q31.1,HOXL subclass homeoboxes,518,2,q,31,1,,,
2282,3664,HGNC:6121,interferon regulatory factor 6,protein-coding gene,gene with protein product,1q32.2-q32.3,,,1,q,32,2,q,32,3
2283,6299,HGNC:10524,spalt-like transcription factor 1,protein-coding gene,gene with protein product,16q12.1,Zinc fingers C2H2-type,28,16,q,12,1,,,
2284,3680,HGNC:6145,integrin subunit alpha 9,protein-coding gene,gene with protein product,3p21.3,"Integrin subunits, alpha",1160,3,p,21,3,,,
2285,64762,HGNC:26136,GRB2 associated regulator of MAPK1 subtype 1,protein-coding gene,gene with protein product,18q12.1,,,18,q,12,1,,,
2286,6910,HGNC:11604,T-box 5,protein-coding gene,gene with protein product,12q24.1,T-boxes,766,12,q,24,1,,,
2287,7481,HGNC:12776,Wnt family member 11,protein-coding gene,gene with protein product,11q13.5,Wnt family,360,11,q,13,5,,,
2288,83478,HGNC:25361,Rho GTPase activating protein 24,protein-coding gene,gene with protein product,4q22.1,Pleckstrin homology domain containing|Rho GTPase activating proteins,682|721,4,q,22,1,,,
2289,857,HGNC:1527,caveolin 1,protein-coding gene,gene with protein product,7q31,,,7,q,31,,,,
2290,3182,HGNC:5034,heterogeneous nuclear ribonucleoprotein A/B,protein-coding gene,gene with protein product,5q35.3,RNA binding motif containing,725,5,q,35,3,,,
2291,331,HGNC:592,X-linked inhibitor of apoptosis,protein-coding gene,gene with protein product,Xq25,Baculoviral IAP repeat containing,419,25,,25,,,,
2292,3397,HGNC:5360,"inhibitor of DNA binding 1, HLH protein",protein-coding gene,gene with protein product,20q11,Basic helix-loop-helix proteins,420,20,q,11,,,,
2293,6051,HGNC:10078,arginyl aminopeptidase,protein-coding gene,gene with protein product,1q32,Aminopeptidases,104,1,q,32,,,,
2294,780,HGNC:2730,discoidin domain receptor tyrosine kinase 1,protein-coding gene,gene with protein product,6p21.33,Receptor Tyrosine Kinases|CD molecules,321|471,6,p,21,33,,,
2295,8648,HGNC:7668,nuclear receptor coactivator 1,protein-coding gene,gene with protein product,2p23,Basic helix-loop-helix proteins|Lysine acetyltransferases,420|486,2,p,23,,,,
2296,11035,HGNC:10021,receptor interacting serine/threonine kinase 3,protein-coding gene,gene with protein product,14q12,,,14,q,12,,,,
2297,3717,HGNC:6192,Janus kinase 2,protein-coding gene,gene with protein product,9p24,SH2 domain containing,741,9,p,24,,,,
2298,4046,HGNC:6707,lymphocyte-specific protein 1,protein-coding gene,gene with protein product,11p15.5,,,11,p,15,5,,,
2299,5777,HGNC:9658,"protein tyrosine phosphatase, non-receptor type 6",protein-coding gene,gene with protein product,12p13.31,"SH2 domain containing|Protein tyrosine phosphatases, non-receptor type",741|812,12,p,13,31,,,
2300,632,HGNC:1043,bone gamma-carboxyglutamate protein,protein-coding gene,gene with protein product,1q22,,,1,q,22,,,,
2301,6693,HGNC:11249,sialophorin,protein-coding gene,gene with protein product,16p11.2,CD molecules,471,16,p,11,2,,,
2302,729,HGNC:1339,complement component 6,protein-coding gene,gene with protein product,5p13.1,Complement system|Sushi domain containing,492|1179,5,p,13,1,,,
2303,80781,HGNC:2195,collagen type XVIII alpha 1,protein-coding gene,gene with protein product,21q22.3,Collagens,490,21,q,22,3,,,
2304,836,HGNC:1504,caspase 3,protein-coding gene,gene with protein product,4q34,Caspases,468,4,q,34,,,,
2305,9450,HGNC:16837,lymphocyte antigen 86,protein-coding gene,gene with protein product,6p24.3,,,6,p,24,3,,,
2306,102465537,HGNC:50243,microRNA 6891,non-coding RNA,"RNA, micro",6,MicroRNAs,476,6,,,,,,
2307,10549,HGNC:17169,peroxiredoxin 4,protein-coding gene,gene with protein product,Xp22.11,Peroxiredoxins,953,22,,22,11,,,
