Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id
2213,HGNC:3618,Fc fragment of IgG receptor IIb,protein-coding gene,gene with protein product,1q23,CD molecules|Immunoglobulin-like domain containing,471|594
2532,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),protein-coding gene,gene with protein product,1q21-q22,Blood group antigens|CD molecules|Atypical chemokine receptors,454|471|1090
256892,HGNC:15196,olfactory receptor family 51 subfamily F member 1 (gene/pseudogene),protein-coding gene,gene with protein product,11p15.4,"Olfactory receptors, family 51",164
259197,HGNC:19077,natural cytotoxicity triggering receptor 3,protein-coding gene,gene with protein product,6p21.3,CD molecules|V-set domain containing,471|590
28,HGNC:79,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",protein-coding gene,gene with protein product,9q34.2,Glycosyltransferase family 6|Blood group antigens,429|454
2993,HGNC:4702,glycophorin A (MNS blood group),protein-coding gene,gene with protein product,4q31.21,Blood group antigens|CD molecules,454|471
2995,HGNC:4704,glycophorin C (Gerbich blood group),protein-coding gene,gene with protein product,2q14-q21,Blood group antigens|CD molecules,454|471
3383,HGNC:5344,intercellular adhesion molecule 1,protein-coding gene,gene with protein product,19p13.2,CD molecules|Endogenous ligands|Immunoglobulin-like domain containing,471|542|594
4055,HGNC:6718,lymphotoxin beta receptor,protein-coding gene,gene with protein product,12p13,Tumor necrosis factor receptor superfamily,782
493,HGNC:817,ATPase plasma membrane Ca2+ transporting 4,protein-coding gene,gene with protein product,1q32.1,ATPases Ca2+ transporting,1209
948,HGNC:1663,CD36 molecule,protein-coding gene,gene with protein product,7q11.2,CD molecules,471
1674,HGNC:2770,desmin,protein-coding gene,gene with protein product,2q35,Intermediate filaments Type III,610
27232,HGNC:4415,glycine N-methyltransferase,protein-coding gene,gene with protein product,6p12,,
29108,HGNC:16608,PYD and CARD domain containing,protein-coding gene,gene with protein product,16p11.2,Caspase recruitment domain containing|Pyrin domain containing,959|994
4552,HGNC:7473,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,protein-coding gene,gene with protein product,5p15.31,,
4868,HGNC:7908,NPHS1 nephrin,protein-coding gene,gene with protein product,19q13.12,Fibronectin type III domain containing|V-set domain containing|C2-set domain containing|Immunoglobulin-like domain containing,555|590|592|594
834,HGNC:1499,caspase 1,protein-coding gene,gene with protein product,11q23,Caspases|Caspase recruitment domain containing,468|959
875,HGNC:1550,cystathionine-beta-synthase,protein-coding gene,gene with protein product,21q22.3,,
10189,HGNC:19071,Aly/REF export factor,protein-coding gene,gene with protein product,17q25.3,RNA binding motif containing|THO complex,725|770
10197,HGNC:9570,proteasome activator subunit 3,protein-coding gene,gene with protein product,17q21.31,Proteasome,690
10204,HGNC:13722,nuclear transport factor 2,protein-coding gene,gene with protein product,16q22.1,,
1026,HGNC:1784,cyclin-dependent kinase inhibitor 1A,protein-coding gene,gene with protein product,6p21.1,,
10280,HGNC:8157,sigma non-opioid intracellular receptor 1,protein-coding gene,gene with protein product,9p13.3,,
10436,HGNC:16912,EMG1 N1-specific pseudouridine methyltransferase,protein-coding gene,gene with protein product,12p13,,
10527,HGNC:9852,importin 7,protein-coding gene,gene with protein product,11p15.3,Importins,596
10574,HGNC:1622,chaperonin containing TCP1 subunit 7,protein-coding gene,gene with protein product,2p13.2,Chaperonins,587
10594,HGNC:17340,pre-mRNA processing factor 8,protein-coding gene,gene with protein product,17p13.3,,
10808,HGNC:16969,heat shock protein family H (Hsp110) member 1,protein-coding gene,gene with protein product,13q12.3,Heat shock 70kDa proteins,583
10946,HGNC:10767,splicing factor 3a subunit 3,protein-coding gene,gene with protein product,1p34.3,,
10980,HGNC:21749,COP9 signalosome subunit 6,protein-coding gene,gene with protein product,7q22.1,COP9 signalosome,932
10981,HGNC:9772,"RAB32, member RAS oncogene family",protein-coding gene,gene with protein product,6q24.2,"RAB, member RAS oncogene GTPases|A-kinase anchoring proteins",388|396
1192,HGNC:2062,chloride intracellular channel 1,protein-coding gene,gene with protein product,6p21.3,Chloride intracellular channels,307
1232,HGNC:1604,C-C motif chemokine receptor 3,protein-coding gene,gene with protein product,3p21.3,CD molecules|C-C motif chemokine receptors,471|1091
1524,HGNC:2558,C-X3-C motif chemokine receptor 1,protein-coding gene,gene with protein product,3p21.3,C-X-3-C motif chemokine receptors,1093
1647,HGNC:4095,growth arrest and DNA damage inducible alpha,protein-coding gene,gene with protein product,1p31.2,,
1973,HGNC:3282,eukaryotic translation initiation factor 4A1,protein-coding gene,gene with protein product,17p13,DEAD-box helicases,499
1978,HGNC:3288,eukaryotic translation initiation factor 4E binding protein 1,protein-coding gene,gene with protein product,8p12,,
2208,HGNC:3612,Fc fragment of IgE receptor II,protein-coding gene,gene with protein product,19p13.3,CD molecules|C-type lectin domain family,471|494
22948,HGNC:1618,chaperonin containing TCP1 subunit 5,protein-coding gene,gene with protein product,5p15.2,Chaperonins,587
23198,HGNC:20635,proteasome activator subunit 4,protein-coding gene,gene with protein product,2p16.1,Proteasome,690
23411,HGNC:14929,sirtuin 1,protein-coding gene,gene with protein product,10q21,Sirtuins,938
2971,HGNC:4662,general transcription factor IIIA,protein-coding gene,gene with protein product,13q12.3-q13.1,Zinc fingers C2H2-type|General transcription factors,28|565
3068,HGNC:4856,hepatoma-derived growth factor,protein-coding gene,gene with protein product,1q23.1,PWWP domain containing,1147
30835,HGNC:1641,CD209 molecule,protein-coding gene,gene with protein product,19p13,CD molecules|C-type lectin domain family,471|494
3106,HGNC:4932,"major histocompatibility complex, class I, B",protein-coding gene,gene with protein product,6p21.3,Histocompatibility complex|C1-set domain containing,588|591
329,HGNC:590,baculoviral IAP repeat containing 2,protein-coding gene,gene with protein product,11q22,Ring finger proteins|Baculoviral IAP repeat containing|Caspase recruitment domain containing,58|419|959
330,HGNC:591,baculoviral IAP repeat containing 3,protein-coding gene,gene with protein product,11q22,Ring finger proteins|Baculoviral IAP repeat containing|Caspase recruitment domain containing,58|419|959
3313,HGNC:5244,heat shock protein family A (Hsp70) member 9,protein-coding gene,gene with protein product,5q31.1,Heat shock 70kDa proteins,583
3315,HGNC:5246,heat shock protein family B (small) member 1,protein-coding gene,gene with protein product,7q11.23,Small heat shock proteins,585
3320,HGNC:5253,heat shock protein 90kDa alpha family class A member 1,protein-coding gene,gene with protein product,14q32.33,Heat shock 90kDa proteins,586
3326,HGNC:5258,heat shock protein 90kDa alpha family class B member 1,protein-coding gene,gene with protein product,6p12,Heat shock 90kDa proteins,586
3329,HGNC:5261,heat shock protein family D (Hsp60) member 1,protein-coding gene,gene with protein product,2q33.1,Chaperonins,587
335,HGNC:600,apolipoprotein A-I,protein-coding gene,gene with protein product,11q23-q24,Apolipoproteins,405
3566,HGNC:6015,interleukin 4 receptor,protein-coding gene,gene with protein product,16p12.1-p11.2,CD molecules|Interleukin receptors,471|602
3577,HGNC:6026,C-X-C motif chemokine receptor 1,protein-coding gene,gene with protein product,2q35,CD molecules|Interleukin receptors|C-X-C motif chemokine receptors,471|602|1094
3608,HGNC:6037,interleukin enhancer binding factor 2,protein-coding gene,gene with protein product,1q21.3,,
3692,HGNC:6159,eukaryotic translation initiation factor 6,protein-coding gene,gene with protein product,20q11.2,,
3811,HGNC:6338,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",protein-coding gene,gene with protein product,19q13.4,CD molecules|Immunoglobulin-like domain containing|Killer cell immunoglobulin like receptors,471|594|620
3837,HGNC:6400,karyopherin subunit beta 1,protein-coding gene,gene with protein product,17q21.32,Armadillo repeat containing|Importins,409|596
393,HGNC:674,Rho GTPase activating protein 4,protein-coding gene,gene with protein product,Xq28,Rho GTPase activating proteins,721
396,HGNC:678,Rho GDP dissociation inhibitor alpha,protein-coding gene,gene with protein product,17q25.3,,
397,HGNC:679,Rho GDP dissociation inhibitor beta,protein-coding gene,gene with protein product,12p12.3,Endogenous ligands|Minor histocompatibility antigens,542|870
4067,HGNC:6735,"LYN proto-oncogene, Src family tyrosine kinase",protein-coding gene,gene with protein product,8q13,SH2 domain containing,741
4150,HGNC:6914,MYC associated zinc finger protein,protein-coding gene,gene with protein product,16p11.2,Zinc fingers C2H2-type,28
4153,HGNC:6922,mannose binding lectin 2,protein-coding gene,gene with protein product,10q11.2,Collectins,491
4193,HGNC:6973,MDM2 proto-oncogene,protein-coding gene,gene with protein product,12q13-q14,Zinc fingers RANBP2-type,89
4927,HGNC:8067,nucleoporin 88,protein-coding gene,gene with protein product,17p13,Nucleoporins,1051
4953,HGNC:8109,ornithine decarboxylase 1,protein-coding gene,gene with protein product,2p25,,
5265,HGNC:8941,serpin family A member 1,protein-coding gene,gene with protein product,14q32.1,Serpin peptidase inhibitors,739
5479,HGNC:9255,peptidylprolyl isomerase B,protein-coding gene,gene with protein product,15q21-q22,Cyclophilin peptidylprolyl isomerases,909
5685,HGNC:9533,proteasome subunit alpha 4,protein-coding gene,gene with protein product,15q24.1,Proteasome,690
5686,HGNC:9534,proteasome subunit alpha 5,protein-coding gene,gene with protein product,1p13,Proteasome,690
5687,HGNC:9535,proteasome subunit alpha 6,protein-coding gene,gene with protein product,14q13,Proteasome,690
5692,HGNC:9541,proteasome subunit beta 4,protein-coding gene,gene with protein product,1q21,Proteasome,690
5699,HGNC:9538,proteasome subunit beta 10,protein-coding gene,gene with protein product,16q22.1,Proteasome,690
5702,HGNC:9549,"proteasome 26S subunit, ATPase 3",protein-coding gene,gene with protein product,11p11.2,AAA ATPases|Proteasome,413|690
5705,HGNC:9552,"proteasome 26S subunit, ATPase 5",protein-coding gene,gene with protein product,17q23.3,AAA ATPases|Proteasome,413|690
5709,HGNC:9560,"proteasome 26S subunit, non-ATPase 3",protein-coding gene,gene with protein product,17q21.2,Proteasome,690
5714,HGNC:9566,"proteasome 26S subunit, non-ATPase 8",protein-coding gene,gene with protein product,19q13.2,Proteasome,690
5719,HGNC:9558,"proteasome 26S subunit, non-ATPase 13",protein-coding gene,gene with protein product,11p15.5,Proteasome,690
5720,HGNC:9568,proteasome activator subunit 1,protein-coding gene,gene with protein product,14q11.2,Proteasome,690
5721,HGNC:9569,proteasome activator subunit 2,protein-coding gene,gene with protein product,14q11.2,Proteasome,690
5727,HGNC:9585,patched 1,protein-coding gene,gene with protein product,9q22.1-q31,,
581,HGNC:959,BCL2-associated X protein,protein-coding gene,gene with protein product,19q13.3-q13.4,BCL2 family,1057
5901,HGNC:9846,"RAN, member RAS oncogene family",protein-coding gene,gene with protein product,12q24.33,RAN family GTPases,391
5902,HGNC:9847,RAN binding protein 1,protein-coding gene,gene with protein product,22q11.21,,
6347,HGNC:10618,C-C motif chemokine ligand 2,protein-coding gene,gene with protein product,17q11.2-q21.1,Chemokine ligands|Endogenous ligands,483|542
6348,HGNC:10627,C-C motif chemokine ligand 3,protein-coding gene,gene with protein product,17q12,Chemokine ligands|Endogenous ligands,483|542
6356,HGNC:10610,C-C motif chemokine ligand 11,protein-coding gene,gene with protein product,17q21.1-q21.2,Chemokine ligands|Endogenous ligands,483|542
6387,HGNC:10672,C-X-C motif chemokine ligand 12,protein-coding gene,gene with protein product,10q11.1,Chemokine ligands|Endogenous ligands,483|542
6421,HGNC:10774,splicing factor proline/glutamine-rich,protein-coding gene,gene with protein product,1p34.3,Protein phosphatase 1 regulatory subunits|RNA binding motif containing,694|725
6426,HGNC:10780,serine/arginine-rich splicing factor 1,protein-coding gene,gene with protein product,17q22,RNA binding motif containing|Serine/arginine-rich splicing factors,725|737
64411,HGNC:24097,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",protein-coding gene,gene with protein product,5q31.3,ArfGAPs|Ankyrin repeat domain containing|Pleckstrin homology domain containing|Sterile alpha motif (SAM) domain containing,395|403|682|760
6634,HGNC:11160,small nuclear ribonucleoprotein D3 polypeptide,protein-coding gene,gene with protein product,22q11.23,,
6722,HGNC:11291,serum response factor,protein-coding gene,gene with protein product,6p21.1,MADS box family,1086
6880,HGNC:11542,TATA-box binding protein associated factor 9,protein-coding gene,gene with protein product,5q13.2,,
7203,HGNC:1616,chaperonin containing TCP1 subunit 3,protein-coding gene,gene with protein product,1q23,Chaperonins,587
7266,HGNC:12392,DnaJ heat shock protein family (Hsp40) member C7,protein-coding gene,gene with protein product,17q21.2,DNAJ (HSP40) heat shock proteins|Tetratricopeptide repeat domain containing,584|769
7307,HGNC:12453,U2 small nuclear RNA auxiliary factor 1,protein-coding gene,gene with protein product,21q22.3,RNA binding motif containing,725
7528,HGNC:12856,YY1 transcription factor,protein-coding gene,gene with protein product,14q,Zinc fingers C2H2-type|INO80 complex ,28|595
80273,HGNC:19696,"GrpE like 1, mitochondrial",protein-coding gene,gene with protein product,4p16,,
85363,HGNC:16276,tripartite motif containing 5,protein-coding gene,gene with protein product,11p15,Ring finger proteins|Tripartite motif-containing,58|59
8662,HGNC:3280,eukaryotic translation initiation factor 3 subunit B,protein-coding gene,gene with protein product,7p22,RNA binding motif containing|Eukaryotic translation initiation factor 3,725|1121
8683,HGNC:10791,serine/arginine-rich splicing factor 9,protein-coding gene,gene with protein product,12q24.31,RNA binding motif containing|Serine/arginine-rich splicing factors,725|737
9230,HGNC:9761,"RAB11B, member RAS oncogene family",protein-coding gene,gene with protein product,19p13.2,"RAB, member RAS oncogene GTPases",388
9531,HGNC:939,BCL2 associated athanogene 3,protein-coding gene,gene with protein product,10q25.2-q26.2,BCL2 associated athanogene family,1139
